,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
3016,1,1,1,1,1,1966,44,5,5,5,2,2,-1,7,12,0,-1,-1,-1,2,2,2,2,2,5
3017,0,1,1,1,1,1968,42,5,4,5,2,2,1,3,10,1,2,0,0,1,4,4,4,4,4
3018,1,1,1,1,3,1984,26,5,4,5,2,3,1,4,3,0,2,-1,0,1,4,4,4,1,4
3019,1,1,3,3,7,1972,38,4,4,4,5,2,-1,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3020,1,1,1,2,5,1989,21,1,1,2,1,2,1,3,12,0,3,-1,0,2,4,4,4,4,4
3021,1,1,4,1,3,1980,30,4,3,3,2,2,1,5,12,1,4,0,0,1,4,4,4,4,5
3022,1,0,4,1,1,1971,39,5,5,5,1,4,4,6,11,1,0,0,0,1,4,3,2,3,5
3023,1,1,1,1,1,1987,23,5,5,4,2,2,1,3,1,0,2,0,0,1,4,4,4,4,4
3024,1,1,-1,2,11,99,-1,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,2
3025,1,1,1,1,1,1983,27,5,5,5,1,3,1,5,8,0,0,0,0,1,3,2,2,3,5
3026,1,1,1,1,1,1981,29,5,4,5,2,3,1,5,11,1,2,-1,0,1,4,4,4,4,5
3027,1,0,2,1,7,-1,-1,2,2,1,3,1,1,1,2,1,-1,-1,-1,1,-1,-1,-1,-1,3
3028,1,1,3,1,1,1975,35,5,4,4,1,2,1,3,9,1,1,0,0,2,4,4,4,4,3
3029,1,1,1,1,7,1975,35,5,4,5,1,2,1,3,10,0,-1,-1,0,1,4,4,4,4,4
3030,1,1,1,1,1,1969,41,5,4,5,1,1,1,-1,-1,1,1,-1,0,1,4,4,4,4,5
3031,1,1,1,2,8,1970,40,5,5,5,5,2,1,4,10,1,2,1,0,1,4,4,4,4,5
3032,1,1,1,2,8,1991,19,5,5,5,-1,4,3,3,-1,0,3,2,0,1,4,4,4,4,5
3033,1,0,1,1,1,1960,50,5,5,4,1,4,3,7,12,1,0,0,0,1,4,4,4,4,4
3034,1,1,1,1,1,1939,71,5,5,5,3,3,4,7,12,1,0,0,0,1,4,4,4,4,2
3035,1,1,1,1,5,1987,23,1,4,1,1,4,1,4,1,0,0,0,0,2,4,4,2,4,4
3036,1,1,4,1,4,1984,26,6,2,2,2,2,1,5,11,1,0,0,0,2,4,4,4,4,5
3038,1,1,1,2,7,1955,55,1,1,1,2,2,1,2,8,1,-1,-1,0,3,4,4,4,4,4
3039,1,1,1,2,2,1966,44,1,2,1,4,2,3,6,8,1,2,1,0,1,4,4,4,4,5
3040,1,1,1,1,3,1952,58,4,4,4,5,2,1,3,4,0,1,-1,0,2,3,3,3,3,3
3041,0,0,-1,2,9,1982,28,2,2,5,1,4,3,5,5,-1,-1,9,-1,-1,2,2,2,2,2
3042,1,1,2,1,1,1972,38,4,2,2,2,2,1,2,9,1,1,-1,0,2,2,2,3,2,2
3043,1,1,4,-1,4,1954,56,5,5,5,6,2,1,5,10,-1,3,-1,0,1,4,4,4,4,5
3044,-1,-1,2,1,3,1983,27,-1,-1,-1,4,4,3,2,2,1,-1,-1,0,1,2,3,2,3,5
3045,1,1,3,2,8,1975,35,5,5,5,2,3,1,2,9,1,2,2,0,1,3,3,3,2,3
3046,1,1,3,2,3,1980,30,4,2,2,3,-1,1,6,11,1,1,3,0,1,4,4,4,4,4
3047,1,1,1,2,2,1964,46,1,1,1,5,2,1,2,1,0,2,1,0,2,3,3,2,3,4
3048,0,0,3,2,12,1990,20,6,6,3,1,3,1,2,9,0,1,0,0,2,2,2,2,2,2
3049,1,1,4,1,1,1973,37,5,5,5,4,2,3,4,8,-1,-1,-1,0,2,2,2,2,2,2
3050,1,1,1,2,2,1974,36,1,3,1,2,2,1,4,8,-1,-1,-1,0,1,2,4,2,4,5
3051,0,1,1,1,1,1987,23,4,4,4,2,4,3,-1,7,-1,-1,-1,-1,1,2,2,2,2,5
3052,1,1,1,1,-1,1980,30,2,1,1,1,1,1,1,2,-1,3,1,1,2,1,2,2,2,3
3053,1,1,1,1,1,1984,26,5,4,5,2,2,1,4,7,1,0,0,0,1,4,3,4,4,5
3054,0,0,4,1,1,1992,18,5,4,5,5,4,3,2,2,0,2,-1,0,1,3,2,3,3,3
3055,1,1,-1,2,2,1988,22,1,1,1,2,2,1,4,12,0,1,0,0,1,4,4,4,4,5
3056,1,0,4,1,1,1981,29,5,5,5,5,4,3,3,8,0,-1,5,0,3,4,4,4,4,5
3057,1,1,-1,1,6,1992,18,5,4,3,-1,4,1,2,8,0,3,2,0,3,4,3,3,3,4
3058,1,1,4,1,1,1976,34,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3059,1,1,1,1,1,1972,38,5,4,5,2,2,1,7,9,0,0,0,0,3,3,3,3,3,3
3060,0,1,2,2,2,1979,31,2,2,1,3,1,1,1,1,0,0,0,0,1,2,2,2,2,3
3061,1,1,2,2,2,1986,24,2,1,1,3,1,1,-1,10,0,0,0,0,1,1,1,1,1,5
3062,1,1,4,1,3,1974,36,-1,4,4,1,5,1,5,10,1,1,0,0,1,4,4,2,4,4
3063,1,1,1,1,3,1985,25,2,3,3,5,4,3,5,10,0,0,0,0,1,4,4,4,4,5
3064,-1,-1,3,1,12,1985,25,5,5,5,4,4,1,5,1,1,-1,-1,-1,1,-1,-1,-1,-1,1
3065,1,1,1,1,1,1990,20,-1,-1,-1,2,2,3,5,7,0,3,-1,0,1,3,4,4,4,5
3066,1,1,1,2,8,1971,39,6,5,5,3,2,1,7,12,1,0,0,0,3,4,2,2,3,4
3067,1,1,1,1,7,1968,42,4,3,4,5,2,1,4,8,0,-1,-1,0,1,2,3,1,2,4
3068,1,1,1,1,1,1958,52,-1,-1,4,-1,-1,-1,-1,9,-1,-1,9,-1,-1,4,-1,4,4,4
3069,1,1,1,1,1,1971,39,5,5,5,1,2,1,5,8,1,1,0,0,1,4,4,4,4,4
3070,1,1,1,1,1,99,-1,5,5,5,1,2,1,5,10,1,3,0,0,2,3,3,2,3,4
3071,-1,-1,-1,2,6,1965,45,5,3,2,1,4,3,3,12,1,2,0,0,2,3,4,4,3,3
3072,1,1,2,1,1,1978,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3073,1,1,1,2,2,1988,22,1,1,1,3,1,1,3,9,0,3,1,0,1,4,4,4,4,3
3074,1,1,1,1,1,1974,36,5,5,5,1,2,1,7,11,1,3,-1,0,1,3,3,3,3,3
3075,1,1,1,1,1,1988,22,4,3,4,2,2,1,3,3,0,0,1,0,1,4,4,4,4,4
3076,0,0,1,1,1,1987,23,5,5,5,1,2,3,3,10,0,1,-1,0,1,2,2,2,2,3
3077,1,1,4,1,1,1989,21,5,4,5,4,4,3,4,7,0,7,1,0,1,3,4,2,3,5
3078,1,1,1,1,1,1973,37,5,5,5,3,2,1,7,11,1,1,0,0,1,3,3,3,3,5
3079,1,1,1,1,1,1986,24,4,4,4,6,2,1,2,1,0,0,0,0,3,2,2,2,2,3
3080,1,1,1,2,2,1987,23,1,1,1,1,2,1,3,6,0,0,0,0,2,4,4,4,4,5
3081,1,1,2,2,4,1984,26,2,1,1,1,3,1,2,4,0,-1,-1,0,3,4,4,4,4,3
3082,0,0,-1,3,8,1978,32,3,3,2,5,2,1,2,3,0,-1,-1,0,-1,2,2,2,2,3
3083,1,1,1,1,8,1942,68,1,1,1,1,2,1,7,12,1,1,0,1,1,4,4,4,4,5
3085,1,1,-1,1,-1,99,-1,-1,-1,-1,-1,4,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3086,1,1,1,2,8,1976,34,5,5,5,4,3,1,5,1,0,1,-1,0,1,4,4,2,2,5
3088,1,0,-1,2,7,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,4,4,4,4,5
3089,0,0,2,3,4,99,-1,4,2,1,6,2,1,3,3,-1,-1,-1,-1,2,2,-1,1,2,3
3090,0,0,4,2,3,1977,33,4,3,3,2,2,1,4,8,0,5,-1,0,2,4,4,4,4,3
3091,1,1,4,2,12,1971,39,5,5,5,6,2,1,4,10,1,2,2,0,1,3,4,4,4,4
3092,1,1,1,1,1,1971,39,-1,-1,-1,3,2,1,5,10,-1,-1,-1,1,-1,2,2,2,2,3
3093,1,1,2,1,2,1989,21,1,1,1,4,4,3,2,1,1,1,0,-1,2,2,2,2,2,4
3094,-1,-1,-1,-1,1,99,-1,3,4,2,1,2,1,5,11,1,2,0,0,1,4,4,4,4,5
3095,1,1,3,1,1,1989,21,4,4,4,1,2,1,3,2,1,-1,-1,-1,3,4,4,4,4,3
3096,1,1,3,1,3,1963,47,5,4,5,6,-1,1,5,9,0,-1,-1,0,1,4,-1,-1,-1,3
3097,1,1,4,2,12,1972,38,5,4,5,2,2,1,6,1,0,0,0,0,1,4,3,-1,3,3
3098,1,1,1,1,1,1989,21,5,5,5,6,1,1,2,3,0,1,1,0,1,4,4,4,4,5
3099,1,1,1,2,8,1984,26,5,5,5,2,4,4,5,7,0,1,0,0,1,4,4,4,4,5
3100,1,1,1,1,1,1975,35,4,4,4,6,2,1,2,6,-1,2,-1,0,1,4,4,4,4,5
3101,0,1,3,1,3,1983,27,4,4,4,6,4,1,2,1,-1,4,0,1,2,-1,1,1,1,3
3102,1,1,1,1,1,1989,21,5,5,5,2,2,1,3,8,0,0,0,0,1,4,4,4,4,5
3103,0,1,1,1,7,1962,48,5,3,3,-1,5,5,5,9,0,-1,-1,0,3,4,4,4,4,5
3104,1,1,4,1,-1,99,-1,5,5,5,2,3,1,5,9,1,3,-1,0,1,3,3,3,3,3
3105,1,1,2,1,7,1990,20,4,3,5,4,1,1,2,2,-1,1,-1,-1,1,2,3,3,3,5
3106,1,1,1,1,4,1992,18,4,3,4,3,4,3,2,2,0,3,1,0,1,3,3,3,3,4
3107,1,0,1,1,1,1992,18,6,6,5,-1,4,3,-1,7,0,2,2,0,1,3,4,2,2,3
3108,1,1,1,2,2,1987,23,1,3,1,1,2,1,3,2,0,1,-1,0,2,3,2,2,2,3
3109,0,0,4,1,1,1991,19,5,4,5,5,4,1,2,7,0,0,3,0,1,4,3,3,4,4
3110,0,0,1,1,5,1968,42,1,3,1,1,2,1,3,8,1,3,9,0,3,4,4,4,4,3
3111,1,1,1,2,2,1954,56,1,2,-1,1,2,1,7,10,1,1,1,0,1,4,4,4,4,4
3112,1,1,2,2,5,1963,47,1,1,1,2,2,1,3,10,1,1,0,0,1,4,2,2,1,4
3113,1,1,1,1,1,1982,28,5,5,5,2,2,1,5,6,0,0,0,0,3,2,2,2,2,2
3114,1,0,3,2,7,1984,26,1,2,1,1,2,1,5,8,1,1,0,0,3,4,4,3,4,3
3115,1,1,1,2,5,1989,21,2,2,-1,1,5,1,3,1,0,2,0,0,1,4,4,4,4,3
3116,1,1,1,2,2,1983,27,1,1,1,-1,3,1,6,8,1,0,0,0,1,2,2,2,2,4
3117,1,1,1,1,1,1976,34,5,5,5,3,2,1,7,10,1,0,0,0,1,3,2,2,3,4
3118,1,1,1,1,1,1968,42,5,3,5,2,2,1,3,10,1,0,0,-1,1,4,4,4,4,4
3119,0,0,4,1,8,1969,41,1,1,1,1,2,1,6,8,0,1,1,0,2,2,2,2,2,2
3120,1,1,1,2,2,1960,50,1,1,1,5,2,1,5,10,1,2,0,0,1,4,4,4,4,4
3121,1,1,1,2,8,1982,28,5,5,5,2,2,1,5,11,1,0,0,0,1,3,3,3,3,4
3122,-1,-1,-1,2,-1,99,-1,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3123,1,1,1,2,2,1956,54,1,2,1,2,2,1,4,8,0,3,1,0,1,4,4,4,4,4
3124,1,1,4,2,2,1945,65,-1,-1,1,2,2,1,2,9,1,1,-1,0,1,4,3,3,3,2
3125,0,1,1,2,2,1956,54,1,2,1,1,2,1,3,4,1,2,-1,0,3,4,3,3,3,2
3126,1,1,1,2,7,1964,46,1,1,1,-1,-1,1,4,10,-1,4,3,0,1,4,2,3,4,4
3127,1,1,1,2,2,1969,41,1,1,1,2,2,1,3,11,1,3,1,-1,1,4,3,2,2,3
3128,1,1,1,2,2,1953,57,1,4,1,2,2,1,2,10,1,1,-1,0,1,4,4,3,4,3
3129,1,1,1,2,1,1966,44,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3130,0,0,3,2,8,1977,33,5,4,5,1,2,1,5,8,0,2,1,0,2,4,4,4,4,4
3131,1,1,1,2,8,1983,27,5,5,5,2,2,1,7,8,1,1,-1,0,1,4,4,4,4,5
3132,1,1,1,1,1,1967,43,5,5,5,1,2,1,5,9,1,-1,-1,0,1,4,2,3,3,5
3133,1,1,1,2,1,1963,47,2,2,1,2,2,1,4,9,1,1,-1,0,1,4,4,4,4,3
3134,1,1,1,2,2,1965,45,1,2,2,1,3,1,7,12,1,1,-1,0,1,4,4,4,4,4
3135,0,0,3,2,-1,1982,28,1,1,1,1,2,1,3,5,0,1,0,0,3,1,4,4,4,5
3136,1,1,4,2,8,1971,39,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3137,0,1,1,2,2,1977,33,1,3,1,2,2,1,5,8,1,1,1,0,1,4,4,3,4,4
3138,1,1,1,2,2,1953,57,1,2,1,4,2,1,3,10,1,0,1,1,1,4,4,3,4,4
3139,1,1,1,2,7,1970,40,1,4,1,4,2,1,3,7,1,-1,1,0,1,3,3,2,3,5
3140,1,1,1,2,2,1957,53,1,2,5,2,2,1,5,10,1,2,0,0,3,2,4,4,4,3
3141,1,1,2,3,7,1965,45,1,2,1,2,2,1,2,2,0,1,0,0,1,2,2,3,4,3
3142,1,1,1,1,1,1964,46,5,4,5,1,-1,1,7,11,1,0,0,0,1,3,3,-1,2,3
3143,1,1,4,1,4,1964,46,5,3,4,5,1,2,5,8,1,-1,-1,-1,1,4,4,4,4,4
3144,0,1,1,1,3,1976,34,4,4,4,4,2,1,7,10,0,0,0,0,3,3,4,3,3,4
3145,1,1,1,2,2,1981,29,1,2,1,2,2,1,6,10,1,0,0,1,1,4,4,4,4,4
3146,1,1,1,2,3,1970,40,3,4,3,4,3,5,7,12,1,3,2,0,1,4,4,3,3,4
3148,0,1,1,1,1,1966,44,5,4,5,2,1,1,5,8,0,1,-1,0,3,4,2,2,3,4
3150,1,1,4,2,2,1958,52,1,2,1,2,3,1,2,8,0,4,3,0,3,3,3,3,3,2
3151,1,1,4,2,6,-1,-1,1,4,1,2,2,1,4,3,0,2,3,0,1,2,2,2,2,4
3152,0,0,1,2,7,1968,42,1,2,1,5,2,1,6,12,1,2,-1,0,3,4,4,4,4,3
3153,1,1,1,1,8,1971,39,5,5,5,1,2,-1,3,7,0,-1,-1,0,1,4,4,4,4,2
3154,0,1,3,1,4,1981,29,4,5,5,2,4,3,2,1,-1,1,-1,0,1,4,3,3,3,3
3155,1,1,1,2,8,1967,43,1,1,1,1,2,1,3,12,1,1,-1,0,1,4,3,4,3,4
3156,1,1,1,1,1,1967,43,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3157,1,1,1,2,8,1974,36,1,1,1,4,3,1,7,12,1,-1,-1,0,1,4,4,4,4,4
3158,1,1,4,1,1,1958,52,5,4,5,2,2,1,3,10,1,2,2,0,1,4,4,4,4,4
3159,0,1,3,1,-1,1968,42,6,5,4,1,2,1,3,5,0,1,-1,0,1,4,4,4,4,4
3160,1,1,1,2,12,1960,50,2,2,2,1,2,1,6,7,1,2,-1,0,3,4,4,4,4,4
3161,0,0,1,2,5,1985,25,1,1,1,1,2,1,5,5,0,1,-1,0,1,2,3,2,2,2
3162,0,0,4,1,1,1964,46,5,5,5,1,2,1,5,9,1,-1,-1,0,1,4,4,4,4,4
3163,1,1,1,1,4,1955,55,5,4,4,-1,2,1,6,8,1,-1,-1,0,1,4,4,4,4,5
3164,0,0,1,1,7,1961,49,5,4,5,2,2,1,7,10,1,-1,-1,0,1,2,2,2,2,4
3165,1,1,1,2,2,1982,28,1,2,1,-1,5,1,7,10,1,1,-1,0,1,4,4,4,3,3
3166,1,1,1,2,2,1965,45,1,1,1,1,2,1,5,11,0,1,-1,0,1,2,2,2,2,3
3167,0,1,1,1,1,1948,62,4,3,4,2,2,1,3,2,1,1,-1,0,3,4,4,4,4,3
3168,1,1,1,1,1,1958,52,4,4,4,6,4,3,3,4,0,1,0,0,1,3,3,3,3,5
3169,0,1,1,1,7,1950,60,6,5,5,6,2,1,2,3,0,0,0,0,1,2,-1,4,4,4
3170,1,1,1,1,1,1963,47,5,5,5,2,1,1,3,8,1,0,0,-1,1,4,2,2,2,2
3171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3172,0,0,1,1,1,1976,34,6,5,5,1,3,1,3,2,0,3,0,0,1,4,4,4,4,3
3173,1,1,1,2,2,1965,45,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3174,1,1,1,1,1,1965,45,5,4,5,1,2,1,5,9,0,1,0,0,3,2,2,2,2,2
3175,0,1,1,1,1,1973,37,5,5,5,2,2,1,5,11,0,2,0,0,1,2,4,3,3,4
3176,1,1,1,1,1,1957,53,5,5,5,5,2,1,4,10,1,1,0,0,3,2,3,4,4,5
3177,1,1,1,1,8,1990,20,5,5,5,2,2,3,3,1,0,1,0,0,1,3,4,3,3,4
3178,0,0,1,2,-1,-1,-1,-1,-1,1,2,2,1,2,3,0,1,0,1,3,2,2,2,2,3
3179,1,1,1,2,4,1956,54,1,1,1,2,2,1,3,10,1,1,0,0,1,4,4,4,4,4
3180,1,1,1,2,2,1951,59,1,2,1,2,2,1,4,8,1,0,-1,0,3,4,4,4,4,4
3181,1,1,1,1,1,1957,53,5,4,5,2,2,1,2,9,1,0,0,1,1,4,3,4,4,3
3182,1,1,1,2,7,1965,45,1,2,1,2,2,1,6,9,0,1,0,0,3,4,4,4,4,4
3183,1,1,1,1,1,1954,56,5,4,5,1,3,1,6,11,1,0,0,0,1,4,2,2,2,4
3184,1,1,2,1,7,-1,-1,3,3,4,4,-1,3,-1,9,1,-1,-1,-1,-1,3,4,3,2,3
3185,1,1,1,1,1,1959,51,5,5,5,1,2,1,5,11,1,1,-1,0,1,4,4,3,3,5
3186,0,0,3,1,8,1979,31,1,1,1,1,4,1,5,9,0,3,-1,0,1,4,4,4,4,3
3187,1,1,1,1,7,1954,56,4,3,4,6,2,1,7,12,1,1,-1,0,1,-1,-1,-1,-1,2
3188,1,1,1,1,1,1965,45,4,2,2,1,-1,-1,3,6,0,-1,-1,0,1,3,2,2,3,4
3189,1,1,1,-1,1,1981,29,5,4,5,2,2,1,7,8,1,1,-1,0,1,1,2,2,2,5
3191,1,0,2,2,5,1985,25,1,2,1,1,2,5,6,1,1,1,-1,0,1,4,4,4,4,3
3192,1,1,3,1,1,1963,47,5,5,5,3,2,1,7,12,1,1,0,-1,1,3,3,4,4,4
3193,1,1,1,1,1,1983,27,5,5,5,2,2,1,5,12,1,1,-1,0,1,2,2,2,2,4
3194,1,1,1,1,1,1972,38,5,5,5,3,2,1,5,8,0,2,-1,0,2,3,4,3,3,2
3195,-1,-1,-1,2,11,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3196,1,1,1,2,7,1967,43,1,2,1,2,2,1,6,2,1,1,0,-1,2,2,2,3,3,4
3197,1,1,3,2,1,-1,-1,1,4,4,2,4,5,5,2,1,1,0,-1,-1,-1,-1,-1,-1,-1
3198,-1,-1,-1,1,5,-1,-1,3,3,3,4,4,3,6,-1,1,-1,-1,-1,-1,3,4,-1,3,3
3199,1,0,1,-1,5,1949,61,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
3200,0,1,1,1,1,1976,34,5,4,4,1,2,1,3,7,0,1,-1,0,2,3,3,2,3,3
3201,0,1,1,1,1,1966,44,5,5,5,3,2,1,3,7,1,1,0,0,1,4,4,4,4,-1
3202,1,1,4,1,1,1942,68,5,5,5,-1,2,1,1,12,-1,-1,-1,0,3,-1,-1,-1,4,3
3203,1,1,4,1,1,1936,74,5,5,5,2,3,1,3,2,0,-1,-1,1,1,4,4,4,4,5
3204,1,0,2,2,2,1965,45,5,4,5,2,3,2,2,3,1,1,-1,-1,1,3,2,2,4,4
3205,1,1,1,1,1,1960,50,5,5,5,1,2,-1,7,12,1,1,0,0,1,4,4,4,4,4
3206,1,1,3,1,1,1966,44,5,5,5,2,2,1,7,11,1,-1,-1,0,1,3,3,3,3,5
3207,1,1,1,2,3,1963,47,5,5,5,3,2,1,-1,12,1,-1,-1,-1,1,4,3,3,3,4
3208,1,1,1,1,1,1966,44,5,4,5,2,2,1,3,10,1,-1,-1,0,1,4,4,4,4,4
3209,-1,-1,-1,-1,1,-1,-1,4,-1,4,-1,-1,-1,3,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3210,1,1,1,2,6,-1,-1,5,5,5,4,2,1,5,8,-1,-1,-1,-1,1,-1,-1,-1,-1,4
3211,1,1,3,3,4,1963,47,1,1,2,3,1,4,6,8,-1,-1,-1,0,3,1,3,-1,4,4
3212,1,1,1,2,2,1980,30,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3213,1,1,1,2,3,1981,29,3,2,3,1,4,1,5,7,0,-1,1,0,1,2,3,3,3,4
3214,1,1,2,2,2,1983,27,2,3,2,1,2,1,5,10,1,-1,-1,-1,-1,4,3,3,4,3
3215,1,1,3,2,1,1952,58,4,3,3,1,-1,-1,2,7,0,-1,-1,0,2,1,3,2,2,3
3216,1,1,4,2,8,1962,48,-1,5,5,2,2,1,3,1,0,-1,-1,0,1,2,2,2,2,4
3217,0,0,4,2,2,1987,23,1,2,1,1,2,-1,5,8,0,0,0,-1,3,3,2,2,2,4
3218,1,1,1,1,10,1967,43,5,5,5,2,4,3,2,1,0,-1,-1,0,3,4,4,4,4,3
3219,1,1,1,1,1,1970,40,5,4,5,1,1,1,2,9,0,3,0,0,1,4,4,4,4,5
3220,1,1,1,1,1,1983,27,4,4,4,3,1,1,2,1,0,2,-1,-1,2,4,4,4,4,5
3221,1,1,1,1,3,1975,35,4,3,4,3,2,1,7,11,1,-1,-1,0,1,3,3,4,4,5
3222,1,1,1,1,1,1965,45,5,3,5,5,2,1,5,9,1,1,-1,-1,1,4,4,4,4,4
3223,1,1,1,1,1,1971,39,5,4,5,2,3,1,7,12,1,1,-1,0,1,4,4,4,4,5
3224,0,1,4,1,1,1965,45,6,5,5,2,2,-1,4,7,1,3,-1,0,1,4,4,4,4,5
3225,0,0,2,1,3,1980,30,5,4,4,2,-1,4,2,8,0,4,-1,0,2,2,2,4,4,5
3226,1,1,1,1,1,1972,38,5,5,5,3,2,3,4,6,0,2,-1,0,1,4,3,3,3,3
3227,0,0,1,1,1,1968,42,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3228,1,1,1,1,1,1959,51,5,4,5,2,2,1,7,12,1,1,-1,0,2,4,4,4,4,5
3229,1,1,1,1,1,1983,27,5,5,4,2,5,1,5,10,1,1,-1,1,1,2,3,3,2,3
3230,0,0,4,1,3,1965,45,4,4,4,4,3,3,5,8,0,1,-1,0,1,4,4,4,4,5
3231,1,1,1,1,1,1969,41,5,5,5,2,2,1,5,9,0,-1,-1,0,1,2,4,4,4,4
3232,1,1,4,1,3,1980,30,5,3,5,1,4,3,4,10,0,1,-1,0,1,4,4,3,4,5
3233,0,-1,-1,3,1,-1,-1,4,4,4,6,4,2,4,10,0,-1,-1,-1,2,4,4,4,4,4
3234,1,-1,-1,2,1,-1,-1,1,1,1,1,2,1,4,7,1,-1,-1,0,1,4,3,4,4,3
3235,1,1,1,1,1,1975,35,5,5,5,4,4,3,4,8,1,0,0,0,1,3,4,4,4,4
3236,1,1,4,2,1,1981,29,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3237,1,0,4,1,12,1962,48,5,5,5,1,-1,-1,4,7,0,1,-1,0,3,4,4,4,4,5
3238,1,1,1,1,1,1976,34,5,5,5,1,2,1,7,6,0,2,-1,0,1,4,4,4,4,5
3239,1,0,1,1,-1,1952,58,5,4,5,4,4,4,7,10,0,1,-1,0,3,4,4,4,4,4
3240,1,1,4,1,1,1977,33,4,4,4,2,4,3,5,7,1,-1,-1,0,1,3,4,3,3,4
3241,1,1,1,1,2,1976,34,1,1,1,1,5,1,4,8,-1,1,1,1,3,4,4,4,4,5
3242,1,1,1,2,3,1967,43,1,3,1,1,5,1,4,10,1,1,-1,0,1,4,4,4,4,5
3243,1,0,4,2,2,1976,34,1,4,1,3,2,5,7,10,0,1,1,0,1,3,4,3,3,3
3244,1,1,1,1,9,1959,51,4,5,5,1,4,3,7,8,1,2,-1,1,1,4,4,4,4,3
3245,1,1,1,1,12,1965,45,5,5,5,1,4,3,7,9,0,1,-1,0,1,4,4,4,4,5
3246,0,0,4,2,2,1970,40,1,4,1,2,2,4,4,3,0,3,-1,0,1,1,2,1,2,3
3247,1,1,1,1,1,1965,45,5,5,5,1,3,3,5,10,1,0,0,-1,1,4,4,4,4,5
3248,1,1,1,1,1,1967,43,5,5,5,4,2,4,2,6,0,0,0,0,1,4,4,4,4,4
3249,1,1,1,1,1,1967,43,5,5,5,4,2,4,2,7,0,0,0,0,1,4,4,4,4,4
3250,1,1,1,1,1,1963,47,5,5,5,1,2,-1,7,8,-1,2,-1,0,1,4,4,4,4,5
3251,1,1,3,2,1,1954,56,1,2,1,2,2,1,2,5,1,0,0,0,2,2,3,2,3,3
3252,1,1,1,2,1,1956,54,6,1,1,5,2,1,6,1,1,0,0,0,3,1,1,1,1,5
3253,0,0,3,2,1,1958,52,1,1,1,4,3,4,5,8,0,2,-1,0,3,4,4,4,4,3
3254,1,1,1,2,2,1957,53,1,1,1,2,2,3,4,7,1,2,-1,0,2,4,4,4,4,4
3255,1,1,4,1,1,1989,21,5,5,5,2,2,1,3,1,0,2,1,0,1,3,3,3,3,3
3256,1,1,4,1,3,1967,43,4,-1,3,5,1,1,5,5,0,1,-1,0,1,4,3,2,4,3
3257,1,1,1,1,1,1980,30,4,4,4,3,4,3,7,12,0,3,-1,0,-1,4,4,4,4,4
3258,1,1,3,2,1,1979,31,1,3,1,4,2,1,3,10,1,1,-1,0,1,2,4,2,2,4
3259,1,1,1,2,2,1980,30,1,2,1,1,1,5,4,7,1,1,-1,0,1,4,4,4,4,5
3260,0,0,3,2,2,1966,44,1,2,1,3,2,-1,5,7,0,1,-1,0,3,2,2,2,3,3
3261,0,0,1,2,2,1970,40,6,1,1,2,2,-1,3,-1,-1,-1,-1,0,2,3,3,3,3,5
3262,1,1,3,2,2,1985,25,1,1,1,4,-1,-1,-1,-1,-1,-1,-1,0,-1,2,4,2,3,4
3263,1,1,1,1,1,1952,58,5,5,5,3,1,1,4,7,1,-1,-1,0,1,3,3,4,4,4
3264,1,1,1,1,1,1965,45,5,4,5,2,2,4,7,8,1,0,0,0,1,2,4,3,3,3
3265,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
