,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
2084,2,2,1,2,2,1,3,0,4,6,5,6,3,4,3,2,2,2,2,8,2,1,4,4,6,2,2,3,4,4,5,4,2,2,3,3,4,1,1,4,3,3,3,3,-1,8,3,8,3,3,3,2,2,1,3,5,1,4,17,4,4,1,1,1,1,1,1977,33,5,4,5,2,2,1,6,9,1,2,-1,0,1,4,4,4,4,4
2085,4,3,3,2,2,1,4,1,5,6,5,6,2,4,2,1,1,1,1,1,2,2,3,4,6,4,2,2,2,4,6,2,2,2,2,4,6,2,2,3,3,2,3,3,7,3,2,3,5,5,5,5,5,8,5,6,5,5,17,4,5,1,1,3,1,1,1960,50,5,5,5,2,2,1,4,3,0,0,0,1,1,1,2,2,2,2
2086,1,4,2,2,1,1,2,1,5,6,3,5,4,1,5,1,1,2,1,8,2,2,3,3,3,1,2,1,2,3,1,1,2,1,2,1,1,1,1,4,3,3,3,2,1,-1,1,8,5,5,4,4,8,2,5,3,5,6,8,4,4,1,1,1,1,-1,1956,54,6,5,5,1,2,1,5,11,0,2,-1,0,1,4,4,4,4,4
2087,3,2,1,2,3,1,2,1,6,4,3,6,2,5,5,2,2,1,1,2,1,2,2,3,6,1,1,2,2,2,6,1,1,2,2,2,6,1,1,2,4,3,4,4,8,8,1,3,-1,3,5,2,3,1,5,4,2,4,7,4,4,1,0,4,1,7,1969,41,5,4,5,5,2,1,2,8,0,1,0,0,1,4,3,4,4,4
2088,2,2,3,3,2,1,6,1,6,6,6,6,3,6,6,1,1,1,1,1,1,2,1,6,6,1,6,3,1,6,6,1,6,3,1,6,6,1,6,4,4,4,4,4,7,8,7,1,6,1,5,5,5,5,5,1,6,6,31,5,6,0,0,2,1,5,1977,33,5,4,5,1,4,3,7,1,0,0,0,0,3,4,-1,4,4,5
2089,3,5,3,3,2,1,1,1,3,6,3,6,6,6,6,1,1,2,1,1,2,3,6,6,6,2,6,1,6,6,6,1,2,1,6,6,6,1,4,4,4,4,4,4,1,7,7,6,6,4,4,4,4,2,5,6,1,2,7,2,6,1,1,1,1,1,1954,56,5,4,5,2,2,1,7,12,1,1,-1,0,1,4,4,4,4,4
2091,1,7,7,2,2,1,1,1,6,6,2,6,1,2,2,1,1,1,1,1,1,1,2,3,6,4,1,1,3,3,1,1,1,1,1,1,6,1,1,2,4,2,3,3,7,7,6,4,3,2,5,5,5,5,4,1,3,1,26,3,6,1,1,1,2,3,1977,33,1,4,2,1,3,1,7,8,1,1,0,0,1,4,4,4,4,4
2092,2,2,2,1,1,1,-1,1,2,5,3,6,3,5,6,1,1,2,1,1,1,1,5,6,6,2,2,1,5,5,5,2,2,1,5,5,5,2,2,2,2,2,2,3,7,3,4,1,6,4,4,8,4,4,4,5,4,5,16,4,6,0,0,4,1,1,1988,22,5,5,4,2,4,1,3,1,0,1,-1,0,1,4,4,3,3,4
2093,1,6,5,3,2,1,2,0,4,6,6,5,2,5,5,-1,-1,-1,-1,-1,-1,2,4,2,5,2,2,3,2,3,5,2,3,2,2,2,2,2,1,1,3,1,3,3,7,6,1,5,5,2,5,8,3,1,2,8,5,5,12,3,5,1,1,1,1,1,1986,24,5,4,5,2,2,1,7,3,0,2,-1,0,1,3,3,3,3,5
2094,3,3,4,2,1,1,1,1,3,5,4,5,5,5,5,1,1,1,1,1,1,2,5,5,6,5,2,2,4,6,5,5,2,2,3,4,5,3,2,1,3,3,3,3,7,8,4,5,-1,4,5,5,5,5,5,5,4,2,17,2,6,-1,1,1,1,5,1975,35,5,4,5,1,3,1,7,11,1,1,-1,0,1,4,3,2,3,5
2095,3,6,5,1,1,1,1,1,3,6,4,1,1,4,6,1,1,1,1,1,3,3,3,6,6,1,2,4,4,6,6,1,4,5,6,6,6,1,4,3,4,4,3,3,7,7,4,7,6,5,5,5,5,5,5,6,6,3,10,4,6,1,1,1,1,12,1979,31,5,5,5,1,3,1,7,11,1,1,0,0,2,4,4,3,4,4
2096,1,4,3,1,2,1,4,1,4,5,4,4,3,3,2,1,1,1,1,1,1,2,6,3,4,1,1,2,2,5,5,1,2,3,5,6,6,2,2,2,4,1,4,4,8,8,7,4,6,5,5,5,5,5,5,3,5,3,1,4,6,0,0,1,2,5,1985,25,1,1,2,2,4,3,4,2,0,0,0,0,1,2,2,3,3,2
2097,2,1,2,2,1,1,3,1,6,6,6,6,2,3,5,1,1,1,1,1,2,1,1,5,6,1,4,6,6,6,6,1,1,1,6,1,6,1,1,1,4,1,3,4,7,7,3,1,6,5,5,5,5,5,5,6,2,3,16,3,6,1,1,1,1,5,1979,31,5,5,5,2,2,1,7,9,1,2,-1,0,1,3,3,3,3,3
2099,1,3,6,3,3,1,2,1,4,5,4,5,2,4,4,1,2,-1,8,8,2,1,2,3,6,1,2,2,2,4,6,4,2,1,2,2,6,1,1,2,3,2,2,3,7,3,3,3,-1,2,2,8,2,2,2,4,4,5,12,3,6,1,1,4,1,1,1971,39,5,4,5,3,2,1,7,12,1,1,-1,0,2,3,3,3,4,4
2100,5,2,1,3,2,1,5,1,6,6,2,6,5,5,5,2,1,2,1,1,2,3,4,6,6,2,3,1,3,6,6,2,2,1,3,6,6,2,2,4,4,4,4,4,7,8,7,1,6,5,5,8,5,5,5,1,4,5,20,3,6,1,1,1,1,1,1967,43,5,4,5,1,2,1,7,12,1,1,0,0,3,4,4,4,4,4
2101,1,5,3,4,2,1,4,1,6,6,4,3,3,5,3,1,1,2,1,1,1,1,4,1,6,4,3,6,6,4,6,4,3,1,4,4,6,4,3,4,4,4,1,3,8,-1,7,8,2,5,2,2,2,1,2,6,1,4,7,4,6,1,1,4,1,1,1975,35,5,4,5,4,2,1,7,10,1,0,0,0,1,4,4,2,3,5
2102,1,6,5,3,2,1,3,1,6,6,3,4,4,5,5,2,2,1,1,1,2,2,3,4,6,2,2,1,3,6,6,2,2,1,1,3,3,1,2,4,4,3,4,4,7,7,3,3,6,4,4,3,4,1,5,5,2,3,13,3,6,0,0,4,1,1,1969,41,5,5,5,2,2,1,7,8,0,2,-1,0,1,3,4,4,4,4
2103,2,2,4,1,1,1,1,1,6,6,4,6,2,3,3,1,1,1,1,1,1,2,2,5,4,1,1,2,2,3,3,1,4,2,2,3,3,1,1,4,4,4,4,4,7,7,4,8,2,4,5,4,5,2,5,2,4,1,19,4,2,1,1,1,1,1,1967,43,5,4,5,1,2,1,4,10,1,1,-1,0,1,4,4,4,4,5
2104,1,2,3,1,2,1,3,1,5,2,2,-1,1,1,1,-1,-1,-1,2,1,-1,1,3,3,6,1,2,1,1,2,6,1,1,1,3,3,6,1,1,4,3,3,3,4,7,7,2,7,6,4,2,2,2,2,3,4,1,3,10,5,6,1,1,1,1,1,1961,49,5,4,5,6,3,1,7,12,1,0,0,1,1,2,3,2,2,4
2105,2,1,1,3,2,1,2,1,3,6,2,4,3,4,3,1,2,2,1,2,2,2,2,3,5,1,2,2,4,3,6,1,2,1,2,2,3,1,1,4,4,2,3,3,7,3,4,2,4,1,2,1,2,1,2,2,3,2,18,3,5,1,1,4,2,3,1980,30,5,5,4,1,2,1,6,9,1,0,0,0,2,4,4,4,4,2
2106,1,7,7,2,2,1,5,1,4,6,6,6,3,4,3,1,2,1,1,1,2,1,1,6,6,6,2,1,1,2,2,1,1,1,1,6,6,1,1,2,2,2,2,2,3,3,4,1,5,3,8,8,8,8,8,6,6,5,17,4,5,0,0,4,1,1,1982,28,6,5,5,2,2,1,3,1,0,2,-1,-1,-1,2,3,2,2,3
2107,1,4,3,2,2,-1,4,1,6,4,4,4,2,3,3,1,2,2,2,1,2,2,4,5,6,3,3,1,1,1,3,-1,4,2,3,5,3,1,3,3,4,4,4,4,7,7,6,6,5,2,5,2,1,3,4,5,4,3,13,4,6,1,1,4,1,1,1989,21,5,4,4,2,2,1,3,7,1,3,1,0,1,3,4,3,3,3
2108,6,1,1,4,2,1,6,1,6,5,4,6,6,6,6,2,1,3,2,2,2,6,6,6,6,2,3,5,3,6,4,2,2,6,6,6,6,2,4,4,4,4,4,4,7,7,5,7,6,5,5,5,4,4,4,5,2,1,13,4,6,0,0,3,1,7,1954,56,5,5,5,1,2,1,6,1,0,1,-1,0,2,4,2,2,2,4
2110,6,2,2,4,2,1,2,1,6,6,5,6,6,5,6,1,1,2,1,1,2,1,4,4,6,1,2,1,4,4,5,1,2,1,3,5,6,1,2,2,4,4,3,3,7,7,5,7,6,4,5,4,5,2,5,6,1,3,13,4,6,1,1,1,1,1,1964,46,5,5,5,1,2,1,3,11,1,1,-1,0,1,4,4,4,4,2
2111,2,3,2,2,2,1,1,1,1,5,4,5,3,3,4,1,1,-1,2,1,2,2,3,6,6,3,2,1,3,6,6,1,2,1,4,5,6,1,2,3,2,2,2,2,7,3,4,3,-1,4,4,8,5,2,4,6,4,2,9,4,6,1,1,1,1,7,1963,47,6,5,5,2,2,1,3,8,1,1,0,0,3,3,3,2,2,3
2112,2,3,2,1,1,1,3,1,6,5,3,5,1,3,4,1,1,8,8,8,1,1,2,2,6,1,1,1,3,4,3,3,5,1,4,1,6,1,1,4,4,3,2,4,7,7,4,8,3,2,4,1,1,1,4,8,1,4,16,5,6,1,0,4,1,7,1986,24,5,5,5,2,3,1,3,12,1,3,-1,0,1,4,4,4,4,5
2113,2,3,3,3,-1,1,1,1,6,5,3,3,2,6,6,2,2,2,8,2,-1,1,3,5,5,3,1,1,2,3,3,2,1,1,1,2,2,1,1,1,1,1,1,1,6,6,4,1,5,5,5,8,5,5,5,6,1,3,35,2,3,1,1,1,2,2,1967,43,1,4,1,1,2,1,5,10,1,0,0,0,1,4,4,4,4,4
2114,1,1,6,1,1,1,2,1,3,5,4,5,5,6,6,1,1,1,1,1,1,2,4,6,6,1,2,4,2,6,6,1,2,4,4,6,6,1,2,4,4,4,3,3,8,8,7,6,-1,4,5,5,5,8,5,4,4,4,6,2,4,1,1,4,1,1,1985,25,5,5,5,1,2,1,7,7,0,0,0,0,1,4,4,4,3,4
2115,1,2,1,-1,-1,1,3,1,4,6,6,6,1,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,4,3,2,4,7,7,1,2,4,2,2,1,1,1,2,1,4,6,14,2,4,1,0,4,1,12,1984,26,6,4,4,2,2,1,3,7,0,3,-1,0,1,2,2,1,1,3
2116,2,2,4,1,2,1,1,0,1,6,6,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,2,1,1,1,1,1,1,4,4,4,4,4,1,1,3,7,1,1,2,1,1,1,1,8,5,5,18,5,6,1,1,4,1,8,1971,39,6,3,4,4,2,1,7,10,1,0,0,0,1,4,4,4,4,4
2117,2,2,2,3,1,1,2,1,2,6,6,6,5,6,6,1,8,8,8,1,2,1,2,3,6,1,1,1,2,5,6,1,1,1,2,2,6,2,1,3,3,1,3,4,7,7,1,2,6,1,3,2,1,2,2,1,1,4,45,5,6,1,1,4,1,7,1955,55,5,3,5,3,2,1,7,3,1,2,0,0,1,4,4,4,4,3
2118,2,1,2,1,1,1,6,1,6,5,1,2,4,4,4,1,1,1,1,1,1,2,4,6,6,1,3,3,6,6,6,2,3,1,2,3,6,2,2,3,3,1,1,3,7,8,5,4,6,5,5,5,5,4,5,6,1,3,12,3,6,1,1,1,1,1,1972,38,5,5,5,1,2,1,7,11,1,1,-1,0,3,4,4,4,4,3
2119,2,5,5,1,2,1,2,1,4,5,4,5,2,3,3,1,1,2,2,2,3,2,6,6,6,6,2,2,3,1,3,2,2,1,2,1,3,1,1,2,2,1,3,2,7,7,2,3,5,5,5,2,8,2,5,3,3,4,12,5,5,0,0,1,1,1,1985,25,5,5,5,3,2,1,3,9,0,2,1,0,2,2,2,2,1,2
2120,3,6,6,3,2,1,1,1,4,6,6,4,2,4,4,2,8,2,8,8,8,1,4,5,6,5,4,1,5,3,1,5,1,1,4,2,1,5,1,1,3,1,1,3,1,1,2,3,4,4,4,-1,4,2,5,5,4,5,5,4,4,1,1,1,1,1,1985,25,5,4,5,2,2,1,4,11,1,2,1,0,3,4,4,4,4,5
2121,-1,2,6,3,2,-1,3,1,6,6,4,6,4,3,4,1,1,2,8,8,2,2,5,5,6,3,3,3,3,6,6,5,3,1,6,5,5,2,2,4,4,3,3,3,1,7,3,7,-1,1,4,2,2,2,2,2,1,4,12,5,6,1,1,4,1,1,1985,25,5,5,5,1,2,1,3,8,1,1,-1,0,3,2,2,2,2,3
2122,3,2,2,4,2,1,3,1,6,6,6,6,6,6,6,1,2,2,1,1,1,2,3,5,5,3,3,2,3,5,5,3,3,2,3,5,5,2,3,4,4,3,3,3,7,3,1,4,4,3,5,1,2,1,4,2,1,5,7,4,4,0,0,1,2,2,1985,25,1,2,1,1,3,1,3,3,0,3,1,1,1,1,1,1,1,2
2123,3,3,2,1,1,1,6,1,6,6,2,6,1,6,3,1,2,2,2,2,2,1,3,4,6,2,2,2,3,4,3,4,2,1,2,2,2,2,2,3,3,2,3,3,7,6,1,2,5,4,5,8,8,4,5,5,4,5,10,4,6,1,1,1,1,7,1970,40,5,4,5,2,3,1,6,8,1,1,-1,-1,1,3,3,3,3,4
2124,4,3,3,4,2,1,6,1,5,6,4,6,2,6,5,1,1,2,8,1,2,1,2,5,6,2,2,1,2,5,6,1,2,1,2,4,2,1,1,2,2,2,3,3,8,3,1,2,4,2,5,1,4,1,4,8,5,2,16,2,5,0,1,3,1,1,1982,28,5,5,5,2,2,1,4,8,1,0,0,0,1,2,2,2,2,3
2125,1,2,2,2,2,1,1,1,2,6,4,4,2,3,3,1,1,2,1,1,1,2,3,2,5,1,2,2,3,2,4,1,2,1,3,1,5,1,1,1,1,1,1,1,7,3,4,1,4,5,2,8,2,1,8,3,1,1,12,4,4,1,1,1,1,1,1988,22,5,4,5,3,2,1,3,7,1,2,0,0,1,3,3,3,3,5
2126,6,2,5,1,2,1,3,1,6,6,4,6,4,5,6,1,1,8,8,8,2,2,6,6,6,4,3,2,5,6,6,4,2,2,6,5,6,3,3,2,2,2,2,2,7,6,3,2,6,5,5,8,5,4,5,6,3,4,12,3,6,0,1,1,1,1,1973,37,5,5,5,1,2,1,6,12,0,0,0,0,1,2,2,2,2,3
2127,4,3,3,1,3,1,1,1,2,5,4,5,2,3,3,1,1,3,1,3,3,2,4,5,6,5,4,2,3,4,6,5,4,2,4,5,6,5,4,4,4,3,3,3,7,7,4,6,2,1,2,1,2,1,2,8,1,1,25,4,6,1,1,4,1,7,1968,42,5,4,5,2,3,1,3,8,1,0,-1,0,1,4,2,1,1,3
2128,1,2,5,2,2,1,3,1,5,6,6,4,1,3,1,1,1,2,1,1,1,1,3,3,6,2,1,3,5,4,5,4,2,2,5,6,6,5,2,1,3,1,3,2,7,6,3,3,5,2,2,8,4,1,5,8,5,6,14,5,6,1,1,4,1,6,1988,22,5,5,4,4,4,1,3,1,0,1,0,0,1,2,2,2,2,3
2129,1,1,2,1,1,-1,1,0,1,6,1,6,1,1,3,1,1,8,1,8,1,1,1,5,6,4,4,1,4,5,6,4,4,1,1,4,6,1,1,2,3,2,2,4,8,3,1,2,-1,2,5,8,8,8,4,-1,6,6,13,5,1,1,1,4,1,1,1991,19,5,5,5,3,4,3,3,1,0,0,0,0,1,4,4,4,4,5
2130,5,1,2,2,1,1,1,1,1,6,2,-1,1,6,5,1,1,1,1,1,2,1,5,4,6,6,2,2,5,5,6,1,2,2,5,5,6,5,2,4,4,3,4,4,7,7,1,4,6,5,5,5,5,1,5,4,6,5,18,5,6,1,1,1,1,7,1962,48,5,5,5,1,2,1,7,8,-1,0,0,0,1,3,-1,3,3,1
2131,4,2,4,1,1,1,1,1,2,6,4,6,2,2,6,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,2,4,1,4,2,1,2,4,4,4,4,4,4,7,8,4,4,6,5,5,5,5,5,5,5,2,5,24,3,6,0,1,1,2,4,1958,52,1,2,1,1,2,1,5,10,0,1,-1,0,1,3,4,4,4,4
2132,2,3,4,1,2,1,3,1,6,6,6,3,2,2,3,1,1,2,1,2,2,2,5,4,6,5,3,1,3,1,6,5,1,2,5,1,6,5,1,3,4,3,3,2,3,8,4,8,4,5,5,4,1,4,4,3,3,5,13,4,6,1,1,4,2,2,1983,27,1,3,1,2,2,1,3,7,0,0,1,0,1,2,3,2,2,3
2133,1,7,7,2,1,1,6,1,6,6,2,6,2,5,5,1,1,2,1,1,8,1,1,6,6,1,2,1,1,6,6,1,2,1,1,6,6,-1,2,2,2,2,2,2,3,3,4,1,4,4,4,1,2,2,2,5,3,4,6,2,4,1,0,4,1,1,1983,27,6,6,5,2,2,1,5,2,1,2,2,0,1,2,2,2,2,3
2134,2,2,2,1,2,1,3,1,6,5,3,5,2,5,4,1,1,1,8,1,1,1,1,2,2,1,1,2,4,6,4,3,4,1,3,5,4,1,4,2,3,1,3,3,7,3,2,2,5,2,2,1,1,1,2,2,5,6,14,5,5,1,-1,4,1,7,1967,43,5,4,4,2,2,1,7,10,1,0,0,0,3,4,2,1,1,2
2135,4,1,4,1,2,1,3,1,3,6,6,6,5,6,5,1,1,1,1,1,1,4,4,6,5,3,5,2,4,6,5,2,5,4,4,6,5,3,4,4,3,3,3,3,-1,7,6,8,5,3,4,4,3,3,3,4,2,4,7,3,6,1,1,1,1,8,1952,58,6,4,5,2,2,1,5,8,1,0,0,0,1,4,4,4,4,4
2136,1,2,2,1,1,1,1,1,1,6,3,1,1,6,6,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,4,4,3,2,3,8,8,4,1,6,4,8,8,1,1,5,2,5,6,15,1,5,1,1,3,1,7,1952,58,6,5,5,2,3,1,5,8,1,0,0,1,1,4,4,3,3,4
2137,6,2,2,2,1,1,6,1,5,5,3,5,6,6,6,1,1,3,2,2,1,5,5,6,6,4,2,4,4,6,6,2,2,5,5,6,6,2,2,4,3,3,3,3,7,7,2,6,6,5,5,5,5,5,5,5,1,1,13,4,6,0,0,4,1,7,1954,56,5,5,5,1,2,1,6,2,0,1,-1,0,1,4,2,2,3,4
2138,1,7,7,3,2,1,1,1,2,5,3,5,1,6,5,1,1,1,1,1,2,2,2,5,4,1,2,1,3,2,1,1,1,1,1,5,5,1,2,3,4,4,4,4,7,7,1,8,4,2,4,5,4,1,2,4,5,5,34,3,5,1,1,1,2,1,1973,37,1,4,1,3,3,1,7,10,1,0,1,0,1,4,3,2,2,3
2139,1,2,2,2,-1,1,1,0,2,6,2,6,1,4,5,1,2,2,1,1,2,1,3,4,6,1,2,1,4,4,4,1,1,1,1,1,4,1,2,2,4,3,3,3,8,8,5,7,5,1,4,5,1,2,2,8,4,5,20,4,4,0,0,4,2,2,1985,25,1,1,1,2,2,1,3,10,1,1,-1,0,1,3,4,3,4,4
2140,4,5,3,1,1,1,3,1,6,2,2,2,1,1,1,1,1,1,1,1,1,3,5,4,6,4,5,3,4,4,6,-1,5,2,3,3,6,2,4,4,4,4,4,4,7,7,6,8,2,5,4,3,1,1,4,5,2,1,20,4,6,1,1,1,1,3,1972,38,5,4,5,4,2,1,3,7,1,1,0,0,1,4,3,3,3,2
2141,4,7,7,2,1,1,3,1,6,6,3,4,2,4,4,1,1,1,1,1,3,1,1,3,2,1,2,1,1,3,1,1,2,1,1,3,1,1,2,1,1,1,1,1,3,3,4,1,4,5,3,8,8,3,8,5,3,4,10,4,5,1,1,1,2,2,1954,56,6,2,1,1,3,1,7,2,1,0,0,0,1,3,2,2,2,1
2142,2,7,7,2,2,1,5,1,6,6,2,6,2,6,2,2,2,1,1,1,2,1,1,4,6,1,1,1,1,6,6,1,1,1,1,6,6,1,1,2,2,1,2,2,7,3,4,1,5,2,2,8,8,1,2,5,1,5,23,2,5,0,1,4,2,7,1959,51,6,2,1,2,2,1,3,-1,-1,1,0,0,1,4,4,3,4,3
2143,4,6,3,1,2,1,1,1,4,5,2,5,3,5,5,1,1,1,1,1,2,2,4,5,5,1,1,2,5,5,5,1,1,2,5,5,5,1,1,3,3,4,3,3,7,7,6,8,6,2,4,1,2,2,8,8,5,5,19,4,6,1,1,1,1,1,1969,41,5,4,5,2,2,1,7,2,1,0,0,0,1,4,2,2,4,4
2144,6,1,2,3,2,1,1,1,6,4,2,4,4,4,4,1,1,2,1,1,2,3,3,4,5,2,4,3,3,6,5,5,5,3,2,4,4,2,4,4,3,4,4,3,7,7,6,7,4,5,5,5,5,5,5,5,3,2,19,4,5,1,1,1,1,7,1971,39,5,4,5,1,2,1,7,11,1,1,0,0,1,4,4,4,4,5
2145,3,3,1,1,1,1,4,1,2,6,5,6,2,3,2,1,1,1,1,1,1,2,3,4,4,1,2,2,4,4,4,1,2,3,6,1,6,1,2,3,3,2,3,3,7,8,5,6,4,4,4,4,5,4,8,1,5,6,12,3,6,1,1,4,2,5,1968,42,6,4,2,-1,3,1,7,8,1,0,0,0,1,1,2,1,1,2
2146,6,1,1,2,2,1,2,1,3,6,3,6,2,2,4,1,1,1,1,1,2,2,4,5,6,4,2,2,4,2,5,2,2,2,5,5,6,2,2,1,3,2,3,3,7,6,3,2,4,4,4,8,3,3,5,4,4,3,21,4,5,1,1,1,1,1,1960,50,5,4,5,2,2,1,6,10,0,3,-1,1,1,4,4,4,4,3
2147,6,2,3,1,1,1,6,1,6,6,6,6,6,6,6,1,1,2,1,1,2,3,6,6,6,4,4,3,6,6,6,4,4,3,6,6,6,4,4,4,4,1,4,4,7,3,7,4,3,4,5,5,2,1,5,3,3,3,11,3,3,1,1,1,2,3,1955,55,6,3,3,2,2,1,5,11,1,0,0,0,1,4,2,2,2,5
2148,6,4,5,3,2,1,1,1,6,6,2,6,6,6,6,1,1,1,1,1,1,1,5,4,6,4,5,1,5,4,6,4,6,1,5,4,6,4,6,3,4,4,4,4,7,7,6,7,4,4,4,4,3,3,4,4,2,2,7,4,5,1,1,3,1,1,1955,55,5,5,-1,2,2,1,7,11,1,1,-1,0,1,4,4,4,4,3
2149,2,1,1,1,1,1,4,1,6,6,2,6,2,4,5,1,1,1,1,1,2,2,4,5,6,2,3,2,3,4,4,2,2,1,3,1,2,1,1,4,4,4,4,4,7,7,6,4,5,3,4,3,5,5,5,6,2,4,30,3,6,1,1,1,2,2,1962,48,1,3,1,2,2,1,7,11,1,1,0,0,1,4,4,4,4,5
2150,1,1,3,2,2,1,2,1,5,5,3,4,3,5,5,2,1,1,1,2,2,2,4,6,6,5,2,1,3,3,4,1,1,1,2,3,3,1,1,2,3,3,3,3,7,7,2,5,5,3,5,4,5,4,4,2,4,5,10,2,4,1,1,1,1,5,1986,24,5,5,4,1,2,1,5,11,1,1,-1,0,1,2,2,2,3,3
2151,1,2,2,2,2,1,2,1,5,5,5,4,4,5,5,1,1,1,1,1,3,2,3,4,6,6,4,1,2,6,6,1,2,1,1,6,6,1,2,3,4,4,4,4,7,7,7,8,6,5,5,4,4,4,5,6,5,5,4,2,6,1,1,1,1,1,1965,45,5,4,5,2,1,1,6,12,1,1,0,0,1,3,3,3,4,3
2152,5,1,2,2,3,1,6,1,6,5,4,3,6,6,6,1,1,1,1,1,1,4,4,6,6,3,5,3,3,5,6,3,5,3,4,5,6,3,5,4,4,4,4,4,8,8,7,8,6,5,5,5,5,5,5,6,2,2,14,2,6,1,1,1,2,2,1975,35,1,2,1,2,2,1,5,7,1,2,1,0,3,4,4,4,4,3
2153,3,1,4,3,2,1,1,1,4,1,1,1,3,3,6,2,2,2,2,1,1,2,3,4,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,6,1,1,6,2,5,1,5,2,5,3,1,3,13,2,1,1,1,4,1,3,1990,20,4,4,3,4,3,4,2,10,0,2,2,0,2,3,4,3,3,2
2154,2,2,4,2,1,0,1,1,4,5,5,5,4,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,7,7,5,6,3,4,4,5,1,2,2,5,2,5,15,2,3,1,1,4,2,7,1971,39,1,2,1,3,5,1,6,10,1,1,-1,0,1,4,4,4,4,4
2155,6,2,2,2,1,1,3,1,6,6,4,4,4,4,4,1,2,2,2,2,2,2,4,6,6,4,5,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,7,7,-1,8,5,4,4,4,5,3,2,5,3,3,16,4,5,1,1,1,2,2,1953,57,1,2,1,1,2,1,7,10,1,1,0,0,1,3,3,3,3,2
2156,6,3,3,1,1,-1,2,1,6,5,4,4,6,5,6,1,1,1,1,1,1,4,4,5,6,5,4,3,6,6,5,4,3,5,5,6,6,5,5,4,4,4,4,4,8,8,6,8,5,4,5,5,5,5,5,3,5,4,16,4,6,1,1,1,2,2,1948,62,1,2,1,2,2,1,7,9,0,3,3,0,1,4,4,3,4,5
2157,4,3,2,2,2,1,6,1,6,5,2,5,6,6,6,1,1,1,8,8,1,1,5,6,6,6,5,2,4,6,6,6,6,2,5,6,6,6,6,4,4,4,4,3,8,8,7,8,6,5,5,5,5,2,5,6,1,1,9,4,6,1,1,1,2,2,1968,42,1,2,1,2,2,1,3,11,1,2,1,0,1,4,4,3,3,3
2158,6,6,2,1,1,1,1,1,6,6,6,6,6,6,6,1,1,1,1,1,1,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,7,7,7,8,1,5,5,5,5,5,5,6,3,3,14,4,1,1,1,3,1,1,1931,79,6,4,5,4,2,1,7,10,0,0,0,1,1,4,4,4,4,2
2159,5,5,5,3,1,-1,1,1,6,6,2,5,3,3,6,1,2,2,2,2,1,2,3,5,2,1,2,2,2,2,1,1,2,2,5,4,1,-1,2,4,4,4,4,3,7,8,4,7,6,5,5,5,2,5,8,6,4,3,10,4,5,1,1,1,1,1,1955,55,5,4,5,2,2,1,6,12,1,1,0,0,1,4,2,3,3,3
2160,3,2,2,2,2,1,2,1,6,6,6,6,1,3,6,1,1,1,1,1,2,2,3,6,6,3,4,1,1,6,6,2,1,1,2,5,6,2,1,3,4,4,4,3,7,8,1,7,-1,4,4,5,5,2,5,1,3,5,12,2,6,1,1,1,2,2,1973,37,1,2,1,2,2,1,7,11,1,1,-1,0,1,4,4,4,4,4
2161,6,1,1,1,2,1,1,1,4,6,3,5,3,2,1,1,1,1,1,2,2,2,3,4,1,1,2,2,3,4,1,1,2,2,3,4,1,1,2,4,4,1,1,1,8,3,3,2,2,5,5,5,5,5,8,6,2,3,12,2,4,1,1,1,1,1,1961,49,5,4,5,2,2,1,7,11,1,0,0,1,1,4,4,4,4,4
2162,2,4,2,1,2,1,1,1,3,6,1,4,5,3,4,1,1,2,1,1,2,2,3,4,6,1,4,2,2,2,4,1,2,1,2,3,5,1,2,2,3,2,3,2,7,3,3,2,6,5,5,8,4,5,5,6,5,4,15,3,6,1,1,1,1,1,1971,39,5,4,5,2,2,1,7,12,1,1,1,0,1,3,3,3,3,4
2163,6,1,2,1,1,1,1,1,6,6,6,6,5,6,6,1,1,2,1,1,2,2,5,4,5,1,5,2,5,1,5,1,5,2,5,5,5,1,5,4,4,4,4,4,7,7,7,8,5,4,5,5,4,5,5,1,3,5,21,5,5,0,0,3,1,1,1962,48,5,4,5,3,2,1,3,7,0,1,-1,0,1,4,2,2,3,3
